"dataset_id","scientific_name","common_name","site_name","colony_name","lat_colony","lon_colony","device","bird_id","track_id","original_track_id","age","sex","breed_stage","breed_status","date_gmt","time_gmt","latitude","longitude","argos_quality","equinox"
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-11,"14:40:00",-24.33992,-128.32953,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-11,"15:20:00",-24.33973,-128.32963,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-11,"16:00:00",-24.3398,-128.3295,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-11,"16:40:00",-24.33988,-128.32952,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-11,"17:20:00",-24.33984,-128.32946,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-11,"18:00:00",-24.34023,-128.32947,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-11,"18:40:00",-24.34002,-128.32933,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-11,"19:20:00",-24.33966,-128.32945,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-11,"20:00:00",-24.34002,-128.3297,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-11,"20:40:00",-24.33978,-128.32953,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-11,"21:20:00",-24.33991,-128.32943,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-11,"22:00:00",-24.33992,-128.32939,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-11,"22:40:00",-24.33976,-128.3295,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-11,"23:20:00",-24.33995,-128.32918,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-12,"00:00:00",-24.33978,-128.3295,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-12,"00:40:00",-24.33987,-128.32953,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-12,"01:20:00",-24.33985,-128.32936,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-12,"02:00:00",-24.33965,-128.3293,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-12,"02:40:00",-24.33972,-128.32956,NA,NA
1004,"Pterodroma ultima","Murphy's Petrel","Henderson Island","North Beach",-24.34,-128.33,"GPS","MUPE10",69208,"MUPE10","adult","unknown","incubation","breeding",2015-06-12,"03:20:00",-24.33983,-128.32952,NA,NA
