ID,date_gmt,time_gmt,Longitude,Latitude,lon_colony,lat_colony,DateTime
69306,2014-01-08,05:07:38,-5.72951,-16.00778,-5.73,-16.01,2014-01-08T05:07:38Z
69306,2014-01-09,01:47:04,-5.72947,-16.00779,-5.73,-16.01,2014-01-09T01:47:04Z
69306,2014-01-09,15:44:48,-5.70994,-15.76412,-5.73,-16.01,2014-01-09T15:44:48Z
69306,2014-01-07,11:22:38,-5.72948,-16.00792,-5.73,-16.01,2014-01-07T11:22:38Z
69306,2014-01-06,20:15:59,-5.72978,-16.00785,-5.73,-16.01,2014-01-06T20:15:59Z
69306,2014-01-09,10:44:07,-5.72955,-16.00769,-5.73,-16.01,2014-01-09T10:44:07Z
69306,2014-01-09,08:39:32,-5.72943,-16.0078,-5.73,-16.01,2014-01-09T08:39:32Z
69306,2014-01-06,12:27:41,-5.72937,-16.00776,-5.73,-16.01,2014-01-06T12:27:41Z
69306,2014-01-07,17:34:42,-5.72961,-16.00775,-5.73,-16.01,2014-01-07T17:34:42Z
69306,2014-01-08,01:52:59,-5.7294,-16.00779,-5.73,-16.01,2014-01-08T01:52:59Z
69306,2014-01-10,01:25:21,-5.7295,-16.0078,-5.73,-16.01,2014-01-10T01:25:21Z
69307,2014-01-06,13:29:55,-5.72692,-16.0072,-5.73,-16.01,2014-01-06T13:29:55Z
69307,2014-01-07,09:09:05,-5.72693,-16.00719,-5.73,-16.01,2014-01-07T09:09:05Z
69307,2014-01-09,13:36:11,-5.7269,-16.00734,-5.73,-16.01,2014-01-09T13:36:11Z
69307,2014-01-10,00:10:14,-5.72706,-16.00725,-5.73,-16.01,2014-01-10T00:10:14Z
69307,2014-01-06,10:03:38,-5.72725,-16.00729,-5.73,-16.01,2014-01-06T10:03:38Z
69307,2014-01-07,05:31:53,-5.72718,-16.00724,-5.73,-16.01,2014-01-07T05:31:53Z
69307,2014-01-08,22:29:58,-5.72707,-16.0073,-5.73,-16.01,2014-01-08T22:29:58Z
69307,2014-01-09,16:43:56,-5.08695,-15.84012,-5.73,-16.01,2014-01-09T16:43:56Z
69307,2014-01-07,23:18:00,-5.72709,-16.00728,-5.73,-16.01,2014-01-07T23:18:00Z
69307,2014-01-08,23:33:31,-5.72709,-16.00725,-5.73,-16.01,2014-01-08T23:33:31Z
69307,2014-01-08,03:44:49,-5.72712,-16.00729,-5.73,-16.01,2014-01-08T03:44:49Z
69307,2014-01-07,17:51:22,-5.81609,-15.97273,-5.73,-16.01,2014-01-07T17:51:22Z
69307,2014-01-07,00:57:23,-5.72692,-16.00718,-5.73,-16.01,2014-01-07T00:57:23Z
69307,2014-01-08,20:44:17,-5.72704,-16.00727,-5.73,-16.01,2014-01-08T20:44:17Z
69307,2014-01-08,04:58:02,-5.7271,-16.00722,-5.73,-16.01,2014-01-08T04:58:02Z
69307,2014-01-09,07:30:23,-5.85462,-15.93954,-5.73,-16.01,2014-01-09T07:30:23Z
69307,2014-01-07,01:34:18,-5.72711,-16.00724,-5.73,-16.01,2014-01-07T01:34:18Z
69307,2014-01-08,19:58:24,-5.72709,-16.00719,-5.73,-16.01,2014-01-08T19:58:24Z
